date,btc_market_cap,btc_dominance,btc_volume,btc_close,usdt_market_cap,altcoin_season_index
2024-12-06,1920742551503.6094,51.74754087735095,190460293531.53802,97201.50036407741,719.7623500626481,75
2024-12-07,1978389972043.7947,52.01,115812632020.44765,99973.85150659826,732.5424290130477,75
2024-12-08,1974739091620.7542,51.14970317985546,61061136199.7846,99781.82999198174,750.2454938747231,75
2024-12-09,2003238967638.8286,51.31,62677764785.05408,101235.3717025316,745.3758374040211,75
2024-12-10,1926047690157.6282,52.97932300334624,146846843211.51685,97353.94700820887,688.0073673187646,50
2024-12-11,1913115778728.2837,53.32,125835977742.51114,96649.71446771531,675.4213801221093,25
2024-12-12,2001746436338.842,52.89506714043256,118484957960.76833,101123.61811033697,710.6900184753106,25
2024-12-13,1979166149963.3093,52.96,100092043319.81221,100000.80836535197,705.6789649754452,25
2024-12-14,2005406021235.8357,52.48486459635261,78802903278.85962,101352.22971292294,726.77223065721,50
2024-12-15,2007646386698.8667,51.98,57321924844.41535,101367.01064553364,715.4486038130365,50
2024-12-16,2075487816560.1924,53.57650797043399,70645074624.52869,104721.50151808978,722.5581932063777,25
2024-12-17,2097460193710.789,53.66,115184737759.33566,106074.10723541168,720.6829341808788,50
2024-12-18,2100629850064.9119,54.10578363747183,93417826250.1972,106034.913402645,715.6520089733765,50
2024-12-19,1985284833093.572,56.8,113692025885.44745,100355.5761481501,687.6624331507581,25
2024-12-20,1937022229972.2085,55.305011994746,100611554887.24123,97851.35377075805,669.0228793928828,25
2024-12-21,1932373308116.0107,54.47,112340864006.62827,97691.43431692653,677.8485768483023,25
2024-12-22,1922768195068.165,55.288831645811634,53058382639.48845,97202.82496847633,662.4248813776467,25
2024-12-23,1884599149192.4587,56.42,44619017105.36954,95094.27394862173,648.5721398402843,25
2024-12-24,1874912975786.6604,53.91275228791713,64937790292.61125,94644.91085464321,692.2861092311789,50
2024-12-25,1951173788529.116,53.62,49169088282.15742,98695.71400782601,697.9537563672064,50
2024-12-26,1966481159354.1177,54.589703119249414,33963749856.44743,99344.95417367229,702.3466001659357,75
2024-12-27,1894744251986.1084,55.75,45049342388.18843,95678.31244565405,687.5178696037362,50
2024-12-28,1867708753554.924,54.53118605318744,41498540807.666954,94331.94727053077,690.3639423450093,50
2024-12-29,1885556552231.4314,54.61,22429850903.940086,95184.61945288602,720.5679127131004,50
2024-12-30,1854872605738.8086,54.35881624351303,24065314499.502274,93663.44751964067,694.4826804506174,75
2024-12-31,1833188187477.531,54.64,57595164139.4709,92627.28213113277,703.1066174310417,50
2025-01-01,1851839954625.13,54.46631633885614,45327464907.74362,93507.85874741491,701.5723264012628,50
2025-01-02,1869193319140.2422,53.53,23275007789.496334,94384.1761153871,705.8130365866023,75
2025-01-03,1917905016063.62,53.884147094108194,45157338602.617516,96852.14681235075,705.8312420795146,75
2025-01-04,1942834829349.9563,52.39,35721645948.10051,98084.34279280754,713.0475655102006,75
2025-01-05,1946611205641.351,53.04394235497093,20979035420.980793,98256.73876849933,714.0857730267945,75
2025-01-06,1948339898718.8586,53.27,20060293834.7155,98364.58946599838,709.3017578903202,75
2025-01-07,2024825178619.8228,53.81998814075863,46111387334.46171,102229.39453189743,730.7109274996172,50
2025-01-08,1919133187081.3127,57.01,60610257147.15405,96952.09886774956,696.8339974504797,25
2025-01-09,1885313354913.7239,54.27024154474641,65790469838.34392,95016.71440989176,695.7266204397939,50
2025-01-10,1832933628117.9436,54.59,65850881574.76184,92376.27578346101,686.294216607382,50
2025-01-11,1876836759923.398,54.45522303178496,63433655716.757095,94736.6267420969,693.7427801750233,25
2025-01-12,1874286243377.8525,53.14,17836423168.41627,94559.55167224213,696.7344557337125,50
2025-01-13,1870314882306.9236,54.309210636446245,19608932595.53299,94454.77089638807,693.0584426939826,25
2025-01-14,1870609367804.8223,53.22,76328330233.31137,94456.3493746993,688.3576507228246,50
2025-01-15,1912603332624.1123,54.58398463837501,51241728228.81719,96574.07768799194,698.74344424996,75
2025-01-16,1986831430651.8647,51.91,57637319739.543396,100313.15239828422,714.7919481480744,75
2025-01-17,1980935754458.284,54.140046252948906,50150102497.2729,100044.57926776377,708.7829768816523,50
2025-01-18,2063854663834.0774,53.49,69135117732.00064,104160.69358484233,721.1359383883954,50
2025-01-19,2067151195362.0425,54.58333442981584,49416447749.13053,104334.61575724394,709.848578937929,25
2025-01-20,2014842808849.5005,56.3,72970313683.92325,101275.33714814208,682.349570503562,25
2025-01-21,2017837068202.1384,55.06204393004261,120158523166.88387,101764.90860170545,677.2617301582343,25
2025-01-22,2098829000928.49,54.54,95344290057.8965,106182.2368201815,693.0634731671475,50
2025-01-23,2054288661793.9773,55.20837632253182,55030669602.56557,103673.53509537787,694.4219334575758,25
2025-01-24,2062360759045.0,53.96,102455227371.20761,104067.60991206947,689.6926515818565,50
2025-01-25,2076156720642.786,55.52968210670121,51418786362.7815,104835.19253555956,680.331260963174,25
2025-01-26,2077647817531.3406,55.79,22740744964.719296,104796.04077738234,686.4624751742597,25
2025-01-27,2036324005947.406,55.64792717525845,20639818380.26942,102552.24874280207,664.4667087887276,50
2025-01-28,2019295541213.5288,53.96,93191643783.24739,101958.46953745594,679.6778451363223,75
2025-01-29,2007072201507.5273,56.23949780599984,45780526813.56264,101313.11264498268,661.6311598715406,25
2025-01-30,2056581551171.7,56.01,47425401641.53094,103718.97939813645,667.745952530571,50
2025-01-31,2076760153260.6191,55.99769834428127,42122570869.034325,104781.5135100103,676.9452959901981,25
2025-02-01,2028504133577.489,55.66,37187819228.35328,102382.39409722165,677.1124207686067,50
2025-02-02,1996423711261.7268,56.40497394506119,22827776122.48367,100674.78762544956,654.217143435919,50
2025-02-03,1933691439792.2544,60.58,59784234332.21204,97568.31653024875,616.6428289864358,25
2025-02-04,2011121374511.8835,57.90819223509626,122163969235.23686,101466.8606657039,616.4068055452193,25
2025-02-05,1943535291172.1597,58.51,73196693057.98114,98118.43921664466,573.6042069760077,25
